review_id,user_id,business_id,stars,useful,funny,cool,text,date
45,45,1,5,0,0,0,"We had a wonderful breakfast here on a friends birthday. My food was really really good - had omelet and potatoes. Very interesting taste combination on the menu omelet. Can't recall the name. 
Companions had similar experiences. 
Service was very good. Pricing is fair.",28/8/2017 23:40
48,48,1,5,0,0,0,"My favorite spot for brunch and lunch! Be prepared to wait, but the wait is worth it. Friendly staff and terrific food more than make up for the delay... unless you're one of those posters who says ""Nobody eats there anymore - it's too crowded.""",9/9/2017 19:52
52,52,1,5,0,0,0,"I was in town for a mini-family reunion.  The desk clerk at the Hampton Inn recommended this restaurant.  It was great.  We did have to wait about 30 minutes for a table.  But that is because it is so perfect, everyone wants to eat there and never leave.  The staff encourages this relaxed feeling, we never felt pressure to eat and run.  Instead they offered frequent top-offs for our coffee and water.  
Dana, our server, patiently explained the specials (a few times over) cause we couldn't make up our minds.  She made sure that the decaf crowd and non-decaf crowd were served correctly.  Also, she gave a more than accurate description of all of the menu items.  She was super welcoming and gracious even though the restaurant was busy.  
The food choices fit everyone's needs; savory or sweet, veggie or not.  Interesting combinations of old and new.  I had the Mac, egg whites, veggie sausage, spinach, etc.  It was very tasty and filling.  Also, appetizingly presented on the plate.  
Others in my party had variations of French toast and omelets.  Tasted the French toast and was in heaven.  All food arrived promptly and at once.  A request to cook a dish a little bit more was handled with ease.  If I had more room I would have had one of the pastries which looked delicious!
Thanks to all at the Prep & Pastry for making our family feel very specially treated and welcome.",23/2/2016 18:14
53,53,1,5,0,0,0,"Amazing service,  food, menu and people.  Bacon pastry has no rival....  Simply amazing......",23/9/2015 23:03
54,54,1,5,0,0,0,I lived here for 5 yrs this is the best breakfast I've ever had in Tucson. The service was awesome too.,30/4/2017 17:11
57,57,1,5,0,0,0,"Excellent breakfast fare. I have been there twice and I am hooked. I tried their new omelette with mozzarella cheese, and the salmon beni. Both were great. 

My only recommendation to the owners is to get an espresso machine and add espresso based drinks to their menu. That should be an easy addition and would really complement their offerings very well!",7/11/2017 3:10
59,59,1,4,0,0,0,"This restaurant is absolutely delicious. Their  parfait is yummy,it's a pretty decent size and it's actually filling by it's self. Their french toast is amazing! To top it off, the mimosa was perfect.",24/2/2016 2:12
61,61,1,5,0,0,0,A great way to enter the 4th of July weekend with brunch at Prep and Pastry. The quality of food and pastry are excellent. Great vibe and place to be all year round! A great find in the Old Pueblo.,4/7/2015 17:33
68,68,1,3,1,0,0,"So after a 30 minute plus wait for Saturday brunch I was excited just to sit down. They had water at the table and two glasses filled, luke warm tap water. So let's just say I couldn't be happier to get my mimosa which was pretty tasty. That waiter Jonathan was great very attentive and friendly. I ordered a Monte cristo, French toast honey roasted ham, mascarpone and pineapple I couldn't wait to dig in. My boyfriend ordered salmon Beni and it looked fabulous. Just as I took a bite of my sandwich which was great  my boyfriends facial expression changed as he pulled a long piece of blond hair from his food. Needless to say we were done, however they did comp our meal and gave us a few free doughssants.  They were very apologetic about the incident.  I think I'll probably go back again but not sure I could convince my man to.",11/10/2014 19:14
70,70,1,3,0,0,0,"We were in from out of town and went here due to the reviews and awesome looking pastries. We waited about an hour to be seated. There were times when quite a few tables were open at a time. Now, I've been a waitress before and am aware that you don't want to be double or triple seated. But, if it was that bad maybe more staff/waiters would have helped. Our waitress on the other hand was nice but seemed to be very overwhelmed. We were asked three times of we wanted anything to drink. We ordered the poutine fries and the egg breakfast, as well as one of the doughnut-croissant in the peanut butter churro flavor. The poutine fries were really good!! My husband enjoyed them. The egg breakfast was good too! Bacon was crispy and thick! My favorite. My eggs came out over easy when I asked for over hard. Oh well... The pastry was good, not the best. We did wait a while for the food and for the check so the waitress was nice enough to bring a pastry for free. We took it to go and it was good. But I will say the next time we visit Tucson we probably won't be stopping by.",17/6/2017 18:46
72,72,1,4,0,0,0,"We had both of the two French toasts--both were good. The pork belly benni pleased but my ""steak and and eggs"" biscuit was the best. 
This place gets mobbed on a weekend morning. By 9:00 am there's a long wait, and parking is a problem too.",19/1/2015 2:32
73,73,1,3,4,0,0,"I was all too underwhelmed by Pre and Pastry. My amazing fiancï¿½ï¿½ï¿½ï¿½ï¿½ï¿½e and I went there for breakfast one day with high expectations! I love a good breakfast and am a picky eater. I understand that not everywhere has something I love, but I remained hopeful!
The inside is darling and has a promising ambiance. We were sat at a tiny table that was incredible unstable. Once we had our waters and coffee the table was nearly full and very shakey. Our server was an awkward girl who wouldn't look us in the eyes. 
I ordered the sweet potato hash with no eggs and my fiancï¿½ï¿½ï¿½ï¿½ï¿½ï¿½e had duck fat gravy with biscuits. My meal had little to no flavor and I ended up using tobasco to make it resemble tasting like something. My Fiancï¿½ï¿½ï¿½ï¿½ï¿½ï¿½e said his meal had no flavor and was greasey. 
Maybe if we ordered differently, we could really like the place, but we are turned off by it n",27/10/2014 23:48
76,76,1,4,0,0,0,"The place is wonderful.  The food is excellent.  Though if you plan on going during the weekend, try to get there right at 8:00.  I had a party of five and got there around 8:25 and had to wait 20+ minutes to be seated.  I found it interesting that the staff chose to sit a group of 3 in an area that could have sat 6+.

Again, the Brunch was amazing and our waitress was the nicest waitress we've had in recent memory.  I've been there for brunch and for lunch.  Its the best.

Though, the teenager hostesses need to figure out how to distribute guests better.  But what do you expect?  They're probably U of A students.",13/7/2014 22:10
77,77,1,5,0,0,0,"Amazing food and service. Excellent EXO coffee. 
Vegetarian and gluten free options. Highly recommended!!
I used the app to put our party on the wait list and by the time we arrived we were seated In under 10 minutes. 
What a gem of a place!!",16/12/2017 17:41
78,78,1,5,0,0,0,Love their food & Mimosas.  Appreciate the second location in Tucson.  Just be prepared for a bit of a wait during peak times.,9/9/2017 15:37
79,79,1,5,1,0,0,I love this place. Gourmet breakfast/brunch fare at not too high prices. The bloody Mary should be on a magazine cover.,2/2/2015 15:18
83,83,1,5,0,0,0,My favorite brunch spot in Tucson!!! Always the nicest servers and most unique food. I haven't found a brunch spot that balances sweet and savory like Prep. I have gotten the duck confit twice now which is saying something because before prep & pastry I had never tried duck before! Pro tip make sure you spring for a dossant it's well worth it.,16/12/2017 20:39
85,85,1,5,0,0,0,"SO GOOD! Everything home made, everything I've tried is delicious and really good drinks and pastries... HIGHLY recommend :)",11/4/2016 17:57
91,91,1,5,0,0,0,One of my favorite breakfast places to eat love local food thank you for excellent customer service every time we go!,7/3/2016 1:33
92,92,1,4,0,0,0,"The atmosphere and food were both good. I had the sweet potato hash, and it was delicious. I wish the portion size had been a bit bigger but it was tasty nonetheless.",19/4/2017 20:57
94,94,1,5,0,0,0,"Finally got to try the infamous prep & pastry, went in with mixed feelings thinking it was all hype no show but damn was I wrong. Ordered the steak and eggs sand which and an order of biscuits and gravy. 5 stars for my sandwich it was simply amazing!! The tri tip was flavorful but what really stole the show was the cheddar jalapeï¿½ï¿½ï¿½ï¿½ï¿½ï¿½o focaccia! The sand which alone is what will bring me back to try the rest of the menu, the biscuits where delicious and the gravy was good. 

Only thing that i wasn't impressed by was the Danish, I ordered the berries and cream cheese Danish and it seemed very plain and didn't stand out what so ever. There was another Danish that had a cream cheese and goat cheese mix in it so I will try that next time in hopes to redeem the pastry end of thi",17/3/2016 17:21
95,95,1,5,0,0,0,This place is my favorite thing about coming to Tucson. It is so awesome. The wait for a table is long but that is because everyone wants it and no one wants to leave.,9/9/2017 0:46
97,97,1,5,0,0,0,I wish they sucked at something so I didn't feel so bad about myself.,23/6/2016 15:10
99,99,1,5,0,0,0,So good! Amazing service and the food is always good. Tried it one of the first days they were open and now I am addicted! A must try!,26/8/2014 0:56
101,101,1,5,0,0,0,Best brunch in town! Their drinks and pastries are amazing. Their sweet potato hash is my favorite breakfast option!,4/3/2018 1:10
106,106,1,3,0,0,0,I haven't been overly impressed with the food but I think it's because I have pretty simple taste. The Oj is really good but I wish they had lattes instead of just coffee. Fruit and granola is tasty but had a grilled cheese that was really oily and heavy.,8/6/2015 20:07
108,108,1,4,0,0,0,"This place has a really nice outdoor covered patio...great service, good food...usually willing to accommodate food allergies.",9/9/2017 23:43
109,109,1,4,0,0,0,"Wow...absolutely fantastic breakfast this morning...the special omelette was just out of this world and the coffee was the best I've had at a restaurant in a long long time...service was equally wonderful...great ambience, music, open feel... Definitely check this place out sooner rather than later...good job !",11/6/2014 16:18
111,111,1,5,0,0,0,"This restaurant is amazing! We went for the first time last week, after hearing great things from family and friends. Delicious coffee, cocktails, and entrees, as well as a friendly staff and owner. Tucson finally has a fantastic breakfast restaurant!",11/6/2014 18:02
113,113,1,5,1,0,0,"We had a group of five, so a long wait was expected. They went over the wait time they told us, (because the people at the table before us were just chatting) and the manager personally came out and apologized. He also offered us three pastries for free (which were delicious). The food was amazing as well. Can't go wrong by choosing this place. The staff was extremely kind, and went out of their way to make sure our experience was the best it could be. Highly recommend!",7/6/2017 18:54
118,118,1,4,0,0,0,Great breakfast and brunch place. Good friendly service. I had the sweet potato hash which was very different! Would definitely recommend this place.  Lots of variety and pastries and mimosas looked good. Only downside for me was No espresso  :(,18/12/2014 1:29
120,120,1,3,0,0,0,"This place is okay, but a little overrated. I've only been here once and my food was burnt and overpriced. I'm not sure if I'd go again.",27/6/2018 10:40
122,122,1,5,0,0,0,"Delicious food! Chicken & Toast - Sweet, savory and a little spicy. Yumm  the steak and egg sandwich was also delicious. Great service, and wait time was correctly quoted :)",17/10/2015 17:56
123,123,1,2,1,0,0,"Prep and pastry is underwhelming. If you want a hipster place to eat that offers a limited menu and subpar pastries then this is the place for you. If you want enjoyable food and you want to wait less than 30 mins for a table, go elsewhere.",19/4/2017 20:09
125,125,1,5,0,0,0,Nutella Croissant... White Sangrias... Its honestly what stood out the most to me. Excellent service.,19/11/2017 5:00
126,126,1,5,0,0,0,Amazing breakfast! Love bringing visiting family and friends from out of town here! Such a great variety of food!,28/5/2015 6:59
127,127,1,5,0,0,0,"Had such an amazing FIRST visit here today, the staff were very nice and enthusiastic. Did the entire bottle option for mamosas and it was such a deal. Breakfast was AMAZING. We will defiantly be going back!!!",5/7/2015 2:19
129,129,1,4,0,0,0,We really enjoyed our breakfast. The menu is different but still offers the basics. Great cocktail and mimosas menu. French toast was delicious as well as the eggs and homemade jelly. Bacon was outstanding.,24/2/2015 17:49
132,132,1,4,1,0,0,"I'll definitely go back.  This is a breakfast and brunch place that is right out of someone's pinterest board. It's a tad hipstery but very charming. Chalk board wall, faux fireplace, cute/quirky touches everywhere. The food was very good and the chef himself came out to ask how everything was. It was busy the morning we went but we sat on the patio so there was no wait.  The staff was friendly and the food arrived quickly.",6/3/2015 0:51
134,134,1,4,0,0,0,"No better way to start your day.  Joel (bartender/server extraordinaire) was charming - that comment extends to all staff.  Beni and Duck hash were scrumptious and creative.  Coffee was hot and not as strong as I would like but good.  Tempted to try the sweets,  visually enticing but had no room.  Perfect ambiance. I will be back.",30/1/2016 17:17
137,137,1,5,1,0,1,"I love this restaurant. I eat here probably 3 times a week, and have been for 7+ months. That's how committed I have become to enjoying this restaurants excellence. The menu takes classic dishes, and brings them into a league of their own - in great and unique ways. The coffee from Tucson roasters EXO, is an compliment the delicious breakfasts. The staff is fantastic, the environment equally excellent, and the ability to experience all of this, in one of Tucson's true gems - is one you will not want to miss. It is also one of the rare restaurants in the new Cronut (croissant/donut) movement that has been sweeping the nation - that actually does it uniquely, and well (though they are called 'doissants' at Prep, due to the fact the Frenchman who invented the 'Cronut' has a copyright on that specific naming of this pastry revelation). It is essential to get on of these if you go, whose flavors rotate everyday - and offer 2-3 different varieties, each day.

I like this place so much that when I met U.S. men's soccer captain Clint Dempsey, I had only two things to say to him:

1) I enjoyed watching you in the world cup
2) You should go to Prep and Pastry while you are in town training.

P.S. If you are looking to avoid major waits - weekdays may be your best bet.",20/3/2015 5:54
138,138,1,5,1,0,1,"This is one of my favorite places in Tucson. We frequently bring out of town guests here for breakfast and brunch. It gets busy if you don't go early but it is worth the wait. The decor and general feel of the place is so cozy and comfortable yet very cool and stylish, be it the patio or sitting inside. And unlike most breakfast places you can order a drink at their bar while you wait for your table. The staff is very attentive and friendly, I am always very pleased. They are knowledgable and always so warm and welcoming to our out of town guests. The drinks are very well made. The Bloody Mary is the best in town in my opinion. It's has great spices on the rim, has some bacon, cheese, and olives as a garnish and comes with a small glass of their coffee stout. That tastes great to offset the spice of the drink between sips or I like to pour it in and mix it. All the food I have tried I love. I personally go back and fourth between the brick confit hash or the sweet potato hash as my favorites. But the salmon benni, the breakfast sandwich, their French toast, we're all ones I'd gladly eat again. Their pastries and unlike so many in Tucson. Obviously thoughtfully done with fun flavors. I love that they try and use as many local ingredients as possible. This place is one of a kind  and will continue to be a regular visit for me.",17/1/2016 22:24
143,143,1,5,0,0,0,"Just really really lovely.  Great food, adorable staff, awesome service!   Really impressed.",1/10/2016 19:50
144,144,1,5,0,0,0,I came here today to see what all the hype was about and it turned out to be amazing. As soon as you walk in you can feel the good energy and coziness.  The atmosphere is clean and homelike but also a little fancy so i loved it.  The menu has many options to choose from and i went with the 'Morning Prep Omelette' with the 'Madres' mimosa and i was pleased with both choices. Our server was polite and attentive at all times. This place is a little pricey BUT you do get your money's worth. I would definitely recommend to anyone visiting Tucsan.,20/4/2017 15:00
145,145,1,5,0,0,1,This is my fave brunch spot in Tucson! Try their fresh juice and homemade rolls to get started. I highly recommend the iced tea or their coffee as well. You can't go wrong with any of the food selections but I usually went with the Benedict. To die for!,8/7/2018 21:30
150,150,1,2,0,0,0,So much hype with ehh delivery. The biscuits and gravy were SO hard and lacking flavor.,12/6/2016 6:56
152,152,1,4,0,0,0,Great food. I had the baked salmon Benedict. Wife had the Monte Cristo. We will be back.,25/8/2018 16:13
154,154,1,4,1,0,0,"Had a fabulous breakfast. Amazing staff loved the bottles of water on the
Tables. Woke up early and arrived at 7.30am. Perfect time. No wait and place only half full. My only disappointment.,,,the use of thick airy doughy white bread in dishes.  Really gagging. French toast dense flavorless after two bites. Amazing roasted tomato and goat cheese omelette  coffee strong and with fresh cream. If there was no thick doughy white bread on the menu would be five stars",29/7/2017 4:31
155,155,1,5,0,0,0,This is a great breakfast spot! All of the employees are very kind and professional. Kathryn was our server and she did a great job! Overall a great experience and I will definitely be coming back.,2/10/2017 20:56
156,156,1,5,0,0,0,I have been here a couple times now with some great friends and the service is always amazing and the food is even better. Its is totally worth the wait to get seated!,30/12/2017 2:05
158,158,1,2,1,0,0,"This place was once my favorite but this recent experience wasn't the greatest. The waiter left us waiting for 15 minutes without ordering. We waited another 30 minutes for our drinks. It's not excuse for ""being busy"". There needs to be a better plan on time-management, customer service training, and for proper communication etiquette. Always takes forever for service yet so impatient for the check. Also, there's not enough vegan options and chocolate/caffeine-free desserts.",3/9/2018 20:55
159,159,1,5,1,0,1,"I just wrote another review titled ""getting it wrong.""

This review is called ""getting it so so so SO right.""

Today was my third visit to Prep and Pastry.....in one week.
I read the reviews, prepared to be disappointed by the hype, and was not. There is typically a wait on the weekends (I have heard anywhere form 40 to 90 minute waits) so we chose to go weekdays.

Our first visit was to a very busy restaurant; however, we were seated and sever quite promptly. We started out with a maple dossant. My husband lovedddd it and I really liked it. It was just a precursor of the good things to come. The coffee was ""expensive"" on the menu. When we tasted  and drank the coffee we knew why. 
1. it is exo and majorly delicious 
2. They keep the refills coming
3. They offer to go cups

I ordered the banana foster filled french toast and the hubby got the poutine.
Delicious does not even describe the meal. I am not normally one to order sweets but the description reeled me and I am very thankful for that. 

On our second visit we got a little unlucky. They ran out of the cinnamon dossants from the time we sat to ordered. Okay, take two. They ran out of the blueberry earl grey scones in time we made the second order and he got behind the counter. Take three we ordered the snicker doodle cookie because we could see a dozen. It was delicious. I switched my order this time and ordered the pork belly beni and my husband got the am relleno. One of the things my husband remarked about was the size of the pepper (quite small). Turns out this was not a normal size as (without mention or prompt from us) a side of potatoes arrived at the table with someone (Manger? Owner?) telling my husband that the peppers were not up to their standards  and to please have some potatoes. My beni was actually kind of cool and while still good, I can only imagine how it would have been hot. I was overall happy with our meal and service when our server gave us as bonus cookie since we had a bit of bad luck on our visit. My husband raved about the initiative taken by the restaurant.

Today we returned and chose the french toast stuffed with berry compote and the tri tip sandwich. We also finally got to try the cinnamon sugar dossant. Amazing amazing amazing. I have loved most of the dishes and the two today did not disappoint. i was pretty jealous of the tri tip and will definitely be getting it the next time I am there (which will undoubtedly be soon). 

Prep & Pastry, you are getting it so so right. Keep up the good work. You have gained some big fans!",25/2/2014 0:04
160,160,1,4,0,0,0,"Nice atmosphere, professional staff. Emphasis is on pastry, and they do a good job. I would suggest more options that appeal to vegetarians though.",25/8/2016 18:38
163,163,1,2,1,0,0,Went for a brunch on a sunday morning and wow didnt realize the wait would be so long for basic food. Heard from many people how good it was and was disapointed. Had the chicken and waffles and was a chicken strip with super dry syrup on a waffle. Expected more for the price,20/4/2017 3:39
166,166,1,5,0,0,0,"This spot is amazing. Definitely great for brunch. The wait is a bit long, but if you've got the time to spare it's worth the wait!",25/10/2015 17:33
167,167,1,5,1,0,1,"Excellent brunch place...could be in LA or San Francisco or any major metropolis. I had the Monte Cristo with sweet potatoes instead of regular potatoes. It was so good. I sat outside but it was too cold...and so I requested going closer to a heat lamp. The servers were very receptive. The service was great, and the recommendations were spot on. I'll definitely be back.",25/2/2018 3:13
168,168,1,5,1,0,0,"Wow, amazing: Doughsants, omelette, everything was incredible, the jelly must be homemade. Service is really good now that they have been open for a while, bright open space. Herbal tea in personal French press as well as fancy cocktails. Next time I plan to sample the other baked goods:)",28/6/2014 20:04
169,169,1,3,0,0,0,"Amazing food and drinks, good coffee. BUT there's flies everywhere. I eat here pretty often and that's always a problem.",27/10/2016 20:32
173,173,1,4,0,0,0,"We love this place!  The food is great, portion sizes are ample, and easily shareable if you don't want to overspend/overeat.  Top if off with their pastry, and mimosas and you've got a great breakfast joint!

You can expect to wait for at least 20 minutes on most weekends, however, and there isn't a lot of room to do that inside the restaurant.  That said, this place is worth the wait!",16/10/2016 21:59
176,176,1,5,0,0,1,"Excellent breakfast/brunch spot in Tucson. Menu consists of various pastries (croissants, Danishes, scones, etc.), pancakes, egg dishes, etc as well as an extensive drink list (specialty mimosas, teas, coffees). This morning I ordered the fruit granola parfait which consisted of a large serving of organic vanilla yogurt smothered in fruits (blackberries, apples, strawberries, raisins, cranberries) and nuts (pine nuts, almonds). I ordered a side of walnut bread which came with fresh whipped butter and fresh jam on the side. It was delicious. My sister ordered two eggs with homefries and toast which she enjoyed and finished the whole plate. Perhaps the best part of the meal was the freshly squeezed orange juice- the freshest and tastiest I have ever had. Coffees and waters were continually refreshed. They really aced it.",24/2/2015 21:37
179,179,1,4,1,0,1,"The food here is good, not great.  It is very busy during brunch, if you arrive around 1 pm you should have no problem getting a seat in short order.  I ordered the Monte Cristo sandwich, I did appreciate the french toast for the bread but the ham was a standard supermarket lunchmeat.  My dining partner had the breakfast sammy and was happy with his choice.
If you use the Yelp app to secure a place in line, you will check in with the hostess at the time requested and should still have another 20+ minute wait.  Not as reliable as an open table reservation but thankfully they have the option.",12/2/2018 19:16
181,181,1,3,0,0,0,Prep and Pastry is just okay... a lot of hype-- good food ( not great) We will have to give I a another try-- maybe picked the wrong day--noticed it was noisy to a fault,29/5/2017 4:14
182,182,1,5,1,0,1,"This place is phenomenal.  The food quality is unparalleled and for the most part the service is awesome.  The pastries - quite simply incomparable!  Kudos to Vin who is, I believe, the manager.  He takes the meaning of customer service and satisfaction to heart in everything he does.  I cannot recommend this establishment strongly enough.  There will be a wait on occasion but anything this good is sooooo worth waiting for.",19/6/2017 15:38
184,184,1,5,1,0,0,"Farm fresh food, friendly service.
This place wowed me from the moment I walked in. Cute industrial/farmhouse decor. We opted to sit inside, but their outdoor seating is nice as well. Especially since the weather is nice, and it is next door to a lovely antique shop. :)

My friend and I  both ordered the corned beef hash w/ gnocci and sweet potato puree. This definitely isn't the kind that comes from a can!  It was DELICIOUS! Soft and succulent corned beef accompanied by deep fried gnocci.  It also came mixed w/ Brussels Sprouts, and a perfectly cooked egg. The sweet potato puree perfectly balanced out the saltiness of the corned beef. I already dream about going back! Maybe tomorrow?! Haha. My other friend ordered the Pork Belly Beni. Beni, as in eggs Benedict. It came on a decadent cheese biscuit. I tasted it, and loved it as well. We will definitely be back soon! 

Service was friendly and helpful.  He was attentive, but not annoyingly so. My friend and I wanted to order some pastries to go, but were worried that they would sell out of the kind we wanted. Our server was nice enough to box up a croissant and coconut lime dossant (a.k.a. cronut) for us. Good thing he did, b/c when we left, we passed by the pastry counter, and they were sold out! :)",16/3/2014 4:05
185,185,1,1,1,0,1,"I bought gift cards from Costco at a 20% discount.  Great right.  After two ridiculously terrible visits, including hard boiled eggs on our Benedict's (twice).  I gave the remaining gift cards away.   We did go on both Saturday and Sunday mornings, so you can read that either way.  Either my bad for picking a busy time or theirs for not being able to handle it.  No third strike for me, this place is way, way overrated.",11/9/2017 1:50
186,186,1,3,0,0,0,"I have only been there once and even though I really like the style, decor and everything, the food and choices offered definitely had some room for improvement. 
They did not have other options to whole milk and not many pastry options.",28/5/2015 1:49
188,188,1,1,0,0,1,"6/14/2017 - The Campbell location is CLOSED for renovations. Wish I had know before we drove clear across town. Be nice if they put it on their website, but I guess I expect too much.",18/6/2017 18:00
190,190,1,5,0,0,0,"One of the best brunch spots in town. Amazing pancakes, skillets, and coffee. The grilled cheese with tomato soup is really amazing too. The only thing that kind of sucks about this place is it's usually really packed and a long wait. If you go early or late it's usually not too bad though. The servers are also really nice and attentive which is a plus. Highly recommend prep and pastry",4/12/2017 1:22
191,191,1,5,0,0,0,"Refreshing atmosphere. Excellent food! Fresh, delicious, flavorful, and a good quantity. I selected a duck confit with eggs lunch dish. The duck was tender and flavorful and the dollop of cabernet goat cheese was the, ""icing on top"" of a very creative dish. It also included potatoes, dried fig, and spinach.",30/8/2017 19:54
197,197,1,4,0,0,0,Super cute new breakfast spot!  Interesting menu and great vibe inside.  I look forward to trying more of the menu.,20/1/2014 4:42
